File	Total Reads	Aligned Reads	Unaligned Reads	Ambiguously Aligned Reads	No Genomic Sequence	Duplicate Reads (removed)	Unique Reads (remaining)	Total Cs	Methylated CpGs	Unmethylated CpGs	Methylated chgs	Unmethylated chgs	Methylated CHHs	Unmethylated CHHs
SRR5442596_GSM2573072_ES_100cells_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	57719048	15711765	37213946	4793337	0	1628674	14083091	334209267	12264603	7275142	6441034	78028017	18859192	211341279
SRR5442596_GSM2573072_ES_100cells_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	57146391	13490413	39045495	4610482	1	1360157	12130256	284016990	10185132	6228800	5556139	66500308	17366118	178180493
SRR5442597_GSM2573073_ES_100cells_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	30669420	9350406	18867422	2451592	0	754006	8596400	209821771	7716893	4404933	3951975	48721895	11262391	133763684
SRR5442597_GSM2573073_ES_100cells_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	30275945	7979549	19937894	2358501	1	635517	7344032	176747441	6369534	3749302	3377154	41222192	10263750	111765509
SRR5442598_GSM2573074_ES_100cells_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	39237654	11517516	24370371	3349767	0	1037014	10480502	254615282	9013859	5338235	4531891	59062993	13331498	163336806
SRR5442598_GSM2573074_ES_100cells_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	38780904	9897345	25664274	3219285	0	874444	9022901	216677092	7494028	4568136	3908918	50486981	12313406	137905623
SRR5442599_GSM2573075_ES_100cells_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	41056603	11602168	25973022	3481413	0	1146010	10456158	254533888	9122336	5557653	4759557	59047089	14009547	162037706
SRR5442599_GSM2573075_ES_100cells_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	40619352	9942460	27331349	3345543	0	962998	8979462	215289995	7539032	4754280	4070920	50208343	12945471	135771949
SRR5442600_GSM2573076_ES_100cells_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	27845540	8897464	16647006	2301070	0	800537	8096927	204696020	7255976	4225430	3664795	47154556	10611031	131784232
SRR5442600_GSM2573076_ES_100cells_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	27497942	7512125	17790655	2195162	0	659291	6852834	169395651	5884047	3549827	3067129	39299744	9478917	108115987
SRR5442601_GSM2573077_ES_100cells_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	35310403	10558704	21743799	3007900	0	1008858	9549846	236693944	8490131	5278597	4499291	54953468	13151760	150320697
SRR5442601_GSM2573077_ES_100cells_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	35043241	9000620	23166155	2876466	0	829101	8171519	198972929	6960389	4493946	3793530	46402235	11974273	125348556
SRR5442602_GSM2573078_ES_1000cells_1_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	37735741	9603819	25273300	2858622	0	983349	8620470	203999433	7554888	4326025	3824944	47720246	11101498	129471832
SRR5442602_GSM2573078_ES_1000cells_1_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	37302849	8208691	26370208	2723950	0	820752	7387939	173443581	6272510	3674696	3314234	40547794	10251041	109383306
SRR5442603_GSM2573079_ES_1000cells_2_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	42322904	11101752	28075414	3145736	2	1304009	9797743	233203636	8575809	4754819	4289384	54336029	12450702	148796893
SRR5442603_GSM2573079_ES_1000cells_2_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	41891729	9620537	29253471	3017721	0	1128422	8492115	200931853	7211583	4101994	3761744	46825908	11563682	127466942
SRR5442604_GSM2573080_ES_1000cells_3_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	34682432	8719677	23391521	2571234	0	958281	7761396	185637990	6815031	3889011	3466192	43200131	10189093	118078532
SRR5442604_GSM2573080_ES_1000cells_3_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	34314326	7449109	24397916	2467301	0	809812	6639297	156597858	5634175	3298332	2989658	36518835	9333434	98823424
SRR5442605_GSM2573081_ES_1000cells_4_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	40964323	9807334	28278541	2878448	0	1206988	8600346	200465866	7695258	4443432	3880890	47457037	11217653	125771596
SRR5442605_GSM2573081_ES_1000cells_4_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	40538730	8624478	29104001	2810251	0	1025965	7598513	174665573	6581215	3885525	3493126	41330147	10484582	108890978
SRR5442606_GSM2573082_ES_1000cells_5_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	34160404	8323437	23282208	2554759	0	895319	7428118	174738785	6443011	3635946	3413581	40628220	9964244	110653783
SRR5442606_GSM2573082_ES_1000cells_5_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	33776628	7025226	24316366	2435036	0	741334	6283892	145947067	5261287	3042971	2916861	33903305	9092163	91730480
SRR5442607_GSM2573083_ES_1000cells_6_Mus_musculus_Bisulfite-Seq_1_trimmed_GRCm38_bismark_bt2.bam	38283437	9372243	26084231	2826963	0	1032096	8340147	196536143	7322852	4033027	3888917	45699260	11299661	124292426
SRR5442607_GSM2573083_ES_1000cells_6_Mus_musculus_Bisulfite-Seq_2_trimmed_GRCm38_bismark_bt2.bam	37889078	7990298	27211553	2687226	1	867393	7122905	166218169	6063295	3423851	3359268	38617504	10314184	104440067
